Kod;Nazwa;imigracja_2005;imigracja_2006;imigracja_2007;imigracja_2008;imigracja_2009;imigracja_2010;imigracja_2011;imigracja_2012;imigracja_2013;imigracja_2014;imigracja_2015;imigracja_2016;imigracja_2017;imigracja_2018;imigracja_2019;imigracja_2020;emigracja_2005;emigracja_2006;emigracja_2007;emigracja_2008;emigracja_2009;emigracja_2010;emigracja_2011;emigracja_2012;emigracja_2013;emigracja_2014;emigracja_2015;emigracja_2016;emigracja_2017;emigracja_2018;emigracja_2019;emigracja_2020;
3001054;Szamocin - miasto (4);;;;;;;;;;;;0;1;1;3;;;;;;;;;;;;;0;0;0;0;;
3001055;Szamocin - obszar wiejski (5);;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;1;1;0;0;;
3002000;Powiat czarnkowsko-trzcianecki;2;7;13;17;13;18;11;9;6;8;0;14;13;18;19;;2;85;48;38;58;26;18;32;47;58;0;13;20;22;18;;
3002011;Czarnków (1);;;;;;;;;;;;1;2;1;0;;;;;;;;;;;;;0;4;0;0;;
3002022;Czarnków (2);;;;;;;;;;;;1;3;1;5;;;;;;;;;;;;;0;0;0;0;;
3002032;Drawsko (2);;;;;;;;;;;;0;1;0;0;;;;;;;;;;;;;0;3;0;0;;
3002043;Krzyż Wielkopolski (3);;;;;;;;;;;;2;2;3;1;;;;;;;;;;;;;2;4;5;4;;
3002044;Krzyż Wielkopolski - miasto (4);;;;;;;;;;;;0;2;1;1;;;;;;;;;;;;;2;0;4;4;;
3002045;Krzyż Wielkopolski - obszar wiejski (5);;;;;;;;;;;;2;0;2;0;;;;;;;;;;;;;0;4;1;0;;
3002052;Lubasz (2);;;;;;;;;;;;1;0;2;2;;;;;;;;;;;;;0;0;0;0;;
3002062;Połajewo (2);;;;;;;;;;;;0;0;1;2;;;;;;;;;;;;;0;0;0;0;;
3002073;Trzcianka (3);;;;;;;;;;;;8;5;10;8;;;;;;;;;;;;;11;9;17;14;;
3002074;Trzcianka - miasto (4);;;;;;;;;;;;5;3;4;6;;;;;;;;;;;;;4;5;10;12;;
3002075;Trzcianka - obszar wiejski (5);;;;;;;;;;;;3;2;6;2;;;;;;;;;;;;;7;4;7;2;;
3002083;Wieleń (3);;;;;;;;;;;;1;0;0;1;;;;;;;;;;;;;0;0;0;0;;
3002084;Wieleń - miasto (4);;;;;;;;;;;;1;0;0;1;;;;;;;;;;;;;0;0;0;0;;
3003000;Powiat gnieźnieński;15;14;17;34;66;58;68;46;50;31;0;30;44;42;35;;16;54;69;41;33;23;26;58;44;62;0;24;11;4;5;;
3003011;Gniezno (1);;;;;;;;;;;;29;37;31;24;;;;;;;;;;;;;22;9;1;4;;
3003023;Czerniejewo (3);;;;;;;;;;;;0;1;3;2;;;;;;;;;;;;;0;0;0;0;;
3003024;Czerniejewo - miasto (4);;;;;;;;;;;;0;0;1;2;;;;;;;;;;;;;0;0;0;0;;
3003025;Czerniejewo - obszar wiejski (5);;;;;;;;;;;;0;1;2;0;;;;;;;;;;;;;0;0;0;0;;
3003032;Gniezno (2);;;;;;;;;;;;0;1;3;1;;;;;;;;;;;;;0;0;1;0;;
3003042;Kiszkowo (2);;;;;;;;;;;;0;1;1;1;;;;;;;;;;;;;1;0;0;0;;
3003053;Kłecko (3);;;;;;;;;;;;0;0;0;2;;;;;;;;;;;;;1;2;0;0;;
3003054;Kłecko - miasto (4);;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;1;0;0;0;;
3003055;Kłecko - obszar wiejski (5);;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;0;2;0;0;;
3003062;Łubowo (2);;;;;;;;;;;;1;1;3;2;;;;;;;;;;;;;0;0;0;0;;
3003082;Niechanowo (2);;;;;;;;;;;;0;3;0;1;;;;;;;;;;;;;0;0;0;0;;
3003093;Trzemeszno (3);;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;0;0;2;0;;
3003094;Trzemeszno - miasto (4);;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;0;0;2;0;;
3003103;Witkowo (3);;;;;;;;;;;;0;0;1;2;;;;;;;;;;;;;0;0;0;1;;
3003104;Witkowo - miasto (4);;;;;;;;;;;;0;0;1;1;;;;;;;;;;;;;0;0;0;0;;
3003105;Witkowo - obszar wiejski (5);;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;0;0;0;1;;
3004000;Powiat gostyński;1;3;1;6;9;1;4;3;2;3;0;9;4;9;9;;1;7;14;24;14;12;32;19;15;20;0;22;10;9;19;;
3004013;Borek Wielkopolski (3);;;;;;;;;;;;0;0;0;2;;;;;;;;;;;;;0;1;0;1;;
3004014;Borek Wielkopolski - miasto (4);;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;0;0;0;1;;
3004015;Borek Wielkopolski - obszar wiejski (5);;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;0;1;0;0;;
3004023;Gostyń (3);;;;;;;;;;;;4;1;1;1;;;;;;;;;;;;;10;4;0;2;;
3004024;Gostyń - miasto (4);;;;;;;;;;;;4;0;0;1;;;;;;;;;;;;;7;4;0;2;;
3004025;Gostyń - obszar wiejski (5);;;;;;;;;;;;0;1;1;0;;;;;;;;;;;;;3;0;0;0;;
3004033;Krobia (3);;;;;;;;;;;;3;1;3;4;;;;;;;;;;;;;8;4;4;10;;
3004034;Krobia - miasto (4);;;;;;;;;;;;0;1;0;2;;;;;;;;;;;;;0;4;2;3;;
3004035;Krobia - obszar wiejski (5);;;;;;;;;;;;3;0;3;2;;;;;;;;;;;;;8;0;2;7;;
3004042;Pępowo (2);;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;0;0;3;0;;
3004052;Piaski (2);;;;;;;;;;;;1;2;4;0;;;;;;;;;;;;;0;0;0;1;;
3004063;Pogorzela (3);;;;;;;;;;;;1;0;0;0;;;;;;;;;;;;;0;0;0;0;;
3004064;Pogorzela - miasto (4);;;;;;;;;;;;1;0;0;0;;;;;;;;;;;;;0;0;0;0;;
3004073;Poniec (3);;;;;;;;;;;;0;0;0;2;;;;;;;;;;;;;4;1;2;5;;
3004074;Poniec - miasto (4);;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;0;1;2;5;;
3004075;Poniec - obszar wiejski (5);;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;4;0;0;0;;
3005000;Powiat grodziski;4;2;3;6;8;12;10;4;1;2;0;11;4;6;6;;3;12;12;19;4;6;5;11;15;6;0;5;6;9;1;;
3005012;Granowo (2);;;;;;;;;;;;1;1;1;0;;;;;;;;;;;;;1;0;0;0;;
3005023;Grodzisk Wielkopolski (3);;;;;;;;;;;;4;2;1;2;;;;;;;;;;;;;3;3;1;0;;
3005024;Grodzisk Wielkopolski - miasto (4);;;;;;;;;;;;2;1;0;2;;;;;;;;;;;;;3;3;1;0;;
3005025;Grodzisk Wielkopolski - obszar wiejski (5);;;;;;;;;;;;2;1;1;0;;;;;;;;;;;;;0;0;0;0;;
3005032;Kamieniec (2);;;;;;;;;;;;1;0;0;1;;;;;;;;;;;;;0;1;4;1;;
3005043;Rakoniewice (3);;;;;;;;;;;;5;0;3;3;;;;;;;;;;;;;1;2;4;0;;
3005044;Rakoniewice - miasto (4);;;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;1;1;4;0;;
3005045;Rakoniewice - obszar wiejski (5);;;;;;;;;;;;4;0;2;3;;;;;;;;;;;;;0;1;0;0;;
3005053;Wielichowo (3);;;;;;;;;;;;0;1;1;0;;;;;;;;;;;;;0;0;0;0;;
3005054;Wielichowo - miasto (4);;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;0;0;0;0;;
3005055;Wielichowo - obszar wiejski (5);;;;;;;;;;;;0;1;0;0;;;;;;;;;;;;;0;0;0;0;;
3006000;Powiat jarociński;7;5;14;10;13;15;10;11;6;6;0;17;8;6;9;;2;30;39;32;16;19;17;16;20;17;0;18;37;33;39;;
3006013;Jaraczewo (3);;;;;;;;;;;;11;4;0;1;;;;;;;;;;;;;0;2;0;0;;
3006014;Jaraczewo - miasto (4);;;;;;;;;;;;2;3;0;0;;;;;;;;;;;;;0;0;0;0;;
3006015;Jaraczewo - obszar wiejski (5);;;;;;;;;;;;9;1;0;1;;;;;;;;;;;;;0;2;0;0;;
3006023;Jarocin (3);;;;;;;;;;;;2;2;1;8;;;;;;;;;;;;;17;32;23;39;;
3006024;Jarocin - miasto (4);;;;;;;;;;;;2;1;1;5;;;;;;;;;;;;;13;17;11;22;;
3006025;Jarocin - obszar wiejski (5);;;;;;;;;;;;0;1;0;3;;;;;;;;;;;;;4;15;12;17;;
3006032;Kotlin (2);;;;;;;;;;;;4;1;2;0;;;;;;;;;;;;;1;2;3;0;;
3006043;Żerków (3);;;;;;;;;;;;0;1;3;0;;;;;;;;;;;;;0;1;7;0;;
3006044;Żerków - miasto (4);;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;0;0;1;0;;
3006045;Żerków - obszar wiejski (5);;;;;;;;;;;;0;1;2;0;;;;;;;;;;;;;0;1;6;0;;
3007000;Powiat kaliski;5;13;13;9;12;5;8;9;8;10;0;13;13;15;17;;10;41;29;16;8;12;7;11;33;27;0;19;8;13;9;;
3007012;Blizanów (2);;;;;;;;;;;;1;1;2;2;;;;;;;;;;;;;4;0;0;1;;
3007022;Brzeziny (2);;;;;;;;;;;;0;1;0;0;;;;;;;;;;;;;0;0;1;0;;
3007032;Ceków-Kolonia (2);;;;;;;;;;;;0;1;1;0;;;;;;;;;;;;;1;0;0;1;;
3007042;Godziesze Wielkie (2);;;;;;;;;;;;3;1;0;3;;;;;;;;;;;;;0;0;3;1;;
3007052;Koźminek (2);;;;;;;;;;;;0;0;1;1;;;;;;;;;;;;;0;0;0;0;;
3007062;Lisków (2);;;;;;;;;;;;2;2;2;1;;;;;;;;;;;;;3;1;1;1;;
3007072;Mycielin (2);;;;;;;;;;;;0;0;0;4;;;;;;;;;;;;;0;6;0;0;;
3007082;Opatówek (2);;;;;;;;;;;;1;;;;;;;;;;;;;;;;5;;;;;
3007083;Opatówek (3);;;;;;;;;;;;;1;4;1;;;;;;;;;;;;;;1;1;3;;
3007084;Opatówek - miasto (4);;;;;;;;;;;;;0;3;1;;;;;;;;;;;;;;0;0;3;;
3007085;Opatówek - obszar wiejski (5);;;;;;;;;;;;;1;1;0;;;;;;;;;;;;;;1;1;0;;
3007093;Stawiszyn (3);;;;;;;;;;;;5;3;2;2;;;;;;;;;;;;;0;0;0;0;;
3007094;Stawiszyn - miasto (4);;;;;;;;;;;;2;1;1;0;;;;;;;;;;;;;0;0;0;0;;
3007095;Stawiszyn - obszar wiejski (5);;;;;;;;;;;;3;2;1;2;;;;;;;;;;;;;0;0;0;0;;
3007102;Szczytniki (2);;;;;;;;;;;;1;2;1;0;;;;;;;;;;;;;1;0;0;0;;
3007112;Żelazków (2);;;;;;;;;;;;0;1;2;3;;;;;;;;;;;;;5;0;7;2;;
3008000;Powiat kępiński;5;4;17;7;16;10;8;8;4;8;0;11;7;19;11;;21;51;48;27;21;23;23;40;35;37;0;11;13;3;19;;
3008012;Baranów (2);;;;;;;;;;;;0;0;3;1;;;;;;;;;;;;;0;0;0;0;;
3008022;Bralin (2);;;;;;;;;;;;1;0;1;2;;;;;;;;;;;;;0;1;0;0;;
3008033;Kępno (3);;;;;;;;;;;;1;2;6;2;;;;;;;;;;;;;8;8;3;15;;
3008034;Kępno - miasto (4);;;;;;;;;;;;1;1;5;2;;;;;;;;;;;;;6;2;2;10;;
3008035;Kępno - obszar wiejski (5);;;;;;;;;;;;0;1;1;0;;;;;;;;;;;;;2;6;1;5;;
3008042;Łęka Opatowska (2);;;;;;;;;;;;7;0;0;2;;;;;;;;;;;;;0;0;0;0;;
3008052;Perzów (2);;;;;;;;;;;;1;3;3;4;;;;;;;;;;;;;2;0;0;0;;
3008062;Rychtal (2);;;;;;;;;;;;0;0;2;0;;;;;;;;;;;;;0;3;0;3;;
3008072;Trzcinica (2);;;;;;;;;;;;1;2;4;0;;;;;;;;;;;;;1;1;0;1;;
3009000;Powiat kolski;2;3;7;13;19;9;10;9;12;8;0;13;6;25;16;;15;38;44;43;25;24;22;38;46;29;0;8;17;9;13;;
3009011;Koło (1);;;;;;;;;;;;5;3;9;3;;;;;;;;;;;;;6;17;7;6;;
3009022;Babiak (2);;;;;;;;;;;;5;2;0;4;;;;;;;;;;;;;1;0;0;0;;
3009032;Chodów (2);;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;0;0;0;3;;
3009043;Dąbie (3);;;;;;;;;;;;0;1;2;2;;;;;;;;;;;;;0;0;0;0;;
3009044;Dąbie - miasto (4);;;;;;;;;;;;0;0;0;2;;;;;;;;;;;;;0;0;0;0;;
3009045;Dąbie - obszar wiejski (5);;;;;;;;;;;;0;1;2;0;;;;;;;;;;;;;0;0;0;0;;
3009052;Grzegorzew (2);;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;0;0;2;1;;
3009063;Kłodawa (3);;;;;;;;;;;;1;0;3;3;;;;;;;;;;;;;1;0;0;3;;
3009064;Kłodawa - miasto (4);;;;;;;;;;;;1;0;3;1;;;;;;;;;;;;;0;0;0;3;;
3009065;Kłodawa - obszar wiejski (5);;;;;;;;;;;;0;0;0;2;;;;;;;;;;;;;1;0;0;0;;
3009072;Koło (2);;;;;;;;;;;;2;0;8;0;;;;;;;;;;;;;0;0;0;0;;
3009082;Kościelec (2);;;;;;;;;;;;0;0;0;2;;;;;;;;;;;;;0;0;0;0;;
3009092;Olszówka (2);;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;0;0;0;0;;
3009102;Osiek Mały (2);;;;;;;;;;;;0;0;2;0;;;;;;;;;;;;;0;0;0;0;;
3009113;Przedecz (3);;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;0;0;0;0;;
3009115;Przedecz - obszar wiejski (5);;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;0;0;0;0;;
3010000;Powiat koniński;3;4;15;16;19;7;12;9;9;10;0;12;18;16;16;;7;44;26;28;23;16;10;27;35;44;0;16;1;0;5;;
3010013;Golina (3);;;;;;;;;;;;1;2;2;2;;;;;;;;;;;;;4;0;0;0;;
3010014;Golina - miasto (4);;;;;;;;;;;;1;1;1;0;;;;;;;;;;;;;0;0;0;0;;
3010015;Golina - obszar wiejski (5);;;;;;;;;;;;0;1;1;2;;;;;;;;;;;;;4;0;0;0;;
3010022;Grodziec (2);;;;;;;;;;;;0;2;0;2;;;;;;;;;;;;;0;0;0;1;;
3010032;Kazimierz Biskupi (2);;;;;;;;;;;;0;0;1;1;;;;;;;;;;;;;0;0;0;0;;
3010052;Kramsk (2);;;;;;;;;;;;2;2;2;1;;;;;;;;;;;;;1;0;0;0;;
3010062;Krzymów (2);;;;;;;;;;;;5;2;3;2;;;;;;;;;;;;;3;0;0;0;;
3010073;Rychwał (3);;;;;;;;;;;;1;0;1;1;;;;;;;;;;;;;0;0;0;0;;
3010074;Rychwał - miasto (4);;;;;;;;;;;;1;0;0;0;;;;;;;;;;;;;0;0;0;0;;
3010075;Rychwał - obszar wiejski (5);;;;;;;;;;;;0;0;1;1;;;;;;;;;;;;;0;0;0;0;;
3010092;Skulsk (2);;;;;;;;;;;;0;3;1;0;;;;;;;;;;;;;0;0;0;0;;
3010103;Sompolno (3);;;;;;;;;;;;1;1;3;1;;;;;;;;;;;;;1;0;0;0;;
3010104;Sompolno - miasto (4);;;;;;;;;;;;1;0;2;0;;;;;;;;;;;;;1;0;0;0;;
3010105;Sompolno - obszar wiejski (5);;;;;;;;;;;;0;1;1;1;;;;;;;;;;;;;0;0;0;0;;
3010112;Stare Miasto (2);;;;;;;;;;;;2;2;1;1;;;;;;;;;;;;;0;0;0;0;;
3010123;Ślesin (3);;;;;;;;;;;;0;2;1;3;;;;;;;;;;;;;3;1;0;3;;
3010124;Ślesin - miasto (4);;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;0;0;0;0;;
3010125;Ślesin - obszar wiejski (5);;;;;;;;;;;;0;2;0;3;;;;;;;;;;;;;3;1;0;3;;
3010132;Wierzbinek (2);;;;;;;;;;;;0;2;1;2;;;;;;;;;;;;;3;0;0;1;;
3010142;Wilczyn (2);;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;1;0;0;0;;
3011000;Powiat kościański;3;2;2;5;1;2;15;5;2;4;0;9;9;3;3;;0;5;16;19;3;2;6;8;12;9;0;5;0;1;3;;
3011011;Kościan (1);;;;;;;;;;;;2;4;2;1;;;;;;;;;;;;;0;0;1;0;;
3011023;Czempiń (3);;;;;;;;;;;;1;2;1;1;;;;;;;;;;;;;0;0;0;0;;
3011024;Czempiń - miasto (4);;;;;;;;;;;;1;0;0;1;;;;;;;;;;;;;0;0;0;0;;
3011025;Czempiń - obszar wiejski (5);;;;;;;;;;;;0;2;1;0;;;;;;;;;;;;;0;0;0;0;;
3011032;Kościan (2);;;;;;;;;;;;1;0;0;1;;;;;;;;;;;;;0;0;0;0;;
3011043;Krzywiń (3);;;;;;;;;;;;0;1;0;0;;;;;;;;;;;;;0;0;0;0;;
3011044;Krzywiń - miasto (4);;;;;;;;;;;;0;1;0;0;;;;;;;;;;;;;0;0;0;0;;
3011053;Śmigiel (3);;;;;;;;;;;;5;2;0;0;;;;;;;;;;;;;5;0;0;3;;
3011054;Śmigiel - miasto (4);;;;;;;;;;;;2;1;0;0;;;;;;;;;;;;;2;0;0;2;;
3011055;Śmigiel - obszar wiejski (5);;;;;;;;;;;;3;1;0;0;;;;;;;;;;;;;3;0;0;1;;
3012000;Powiat krotoszyński;2;9;10;8;9;5;10;6;7;10;0;13;15;6;6;;7;42;45;29;16;5;24;18;41;49;0;20;13;38;27;;
3012011;Sulmierzyce (1);;;;;;;;;;;;0;1;0;0;;;;;;;;;;;;;0;0;1;0;;
3012023;Kobylin (3);;;;;;;;;;;;0;2;1;1;;;;;;;;;;;;;0;0;1;0;;
3012025;Kobylin - obszar wiejski (5);;;;;;;;;;;;0;2;1;1;;;;;;;;;;;;;0;0;1;0;;
3012033;Koźmin Wielkopolski (3);;;;;;;;;;;;2;1;1;1;;;;;;;;;;;;;0;0;0;0;;
3012034;Koźmin Wielkopolski - miasto (4);;;;;;;;;;;;2;1;1;0;;;;;;;;;;;;;0;0;0;0;;
3012035;Koźmin Wielkopolski - obszar wiejski (5);;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;0;0;0;0;;
3012043;Krotoszyn (3);;;;;;;;;;;;9;10;4;3;;;;;;;;;;;;;14;13;36;26;;
3012044;Krotoszyn - miasto (4);;;;;;;;;;;;8;8;4;2;;;;;;;;;;;;;14;11;30;21;;
3012045;Krotoszyn - obszar wiejski (5);;;;;;;;;;;;1;2;0;1;;;;;;;;;;;;;0;2;6;5;;
3012052;Rozdrażew (2);;;;;;;;;;;;0;1;0;0;;;;;;;;;;;;;0;0;0;0;;
3012063;Zduny (3);;;;;;;;;;;;2;0;0;1;;;;;;;;;;;;;6;0;0;1;;
3012064;Zduny - miasto (4);;;;;;;;;;;;2;0;0;1;;;;;;;;;;;;;2;0;0;1;;
3012065;Zduny - obszar wiejski (5);;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;4;0;0;0;;
3013000;Powiat leszczyński;0;2;15;15;11;5;10;5;4;8;0;3;7;13;13;;5;43;25;15;8;2;3;8;36;26;0;20;9;3;8;;
3013012;Krzemieniewo (2);;;;;;;;;;;;1;0;1;1;;;;;;;;;;;;;8;1;0;6;;
3013022;Lipno (2);;;;;;;;;;;;0;2;2;3;;;;;;;;;;;;;0;0;1;0;;
3013033;Osieczna (3);;;;;;;;;;;;0;0;2;1;;;;;;;;;;;;;1;2;0;1;;
3013034;Osieczna - miasto (4);;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;0;0;0;1;;
3013035;Osieczna - obszar wiejski (5);;;;;;;;;;;;0;0;2;0;;;;;;;;;;;;;1;2;0;0;;
3013043;Rydzyna (3);;;;;;;;;;;;1;4;2;4;;;;;;;;;;;;;0;2;0;0;;
3013044;Rydzyna - miasto (4);;;;;;;;;;;;0;2;0;1;;;;;;;;;;;;;0;0;0;0;;
3013045;Rydzyna - obszar wiejski (5);;;;;;;;;;;;1;2;2;3;;;;;;;;;;;;;0;2;0;0;;
3013052;Święciechowa (2);;;;;;;;;;;;0;0;2;2;;;;;;;;;;;;;7;3;2;0;;
3013062;Wijewo (2);;;;;;;;;;;;1;0;2;1;;;;;;;;;;;;;0;0;0;0;;
3013072;Włoszakowice (2);;;;;;;;;;;;0;1;2;1;;;;;;;;;;;;;4;1;0;1;;
3014000;Powiat międzychodzki;3;1;8;7;10;5;6;7;5;5;0;9;2;6;12;;1;34;30;26;8;3;16;13;12;30;0;33;22;23;6;;
3014012;Chrzypsko Wielkie (2);;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;1;0;0;0;;
3014022;Kwilcz (2);;;;;;;;;;;;1;0;0;5;;;;;;;;;;;;;7;8;0;1;;
3014033;Międzychód (3);;;;;;;;;;;;7;2;3;4;;;;;;;;;;;;;8;7;14;1;;
3014034;Międzychód - miasto (4);;;;;;;;;;;;2;0;1;3;;;;;;;;;;;;;3;2;8;0;;
3014035;Międzychód - obszar wiejski (5);;;;;;;;;;;;5;2;2;1;;;;;;;;;;;;;5;5;6;1;;
3014043;Sieraków (3);;;;;;;;;;;;1;0;3;3;;;;;;;;;;;;;17;7;9;4;;
3014044;Sieraków - miasto (4);;;;;;;;;;;;1;0;3;3;;;;;;;;;;;;;13;6;8;3;;
3014045;Sieraków - obszar wiejski (5);;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;4;1;1;1;;
3015000;Powiat nowotomyski;10;12;15;12;22;17;13;7;4;7;0;9;7;14;23;;29;49;38;28;17;10;13;21;23;47;0;20;23;17;12;;
3015012;Kuślin (2);;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;1;0;0;0;;
3015023;Lwówek (3);;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;0;2;0;0;;
3015024;Lwówek - miasto (4);;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;0;1;0;0;;
3015025;Lwówek - obszar wiejski (5);;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;0;1;0;0;;
3015032;Miedzichowo (2);;;;;;;;;;;;0;0;1;4;;;;;;;;;;;;;3;2;1;4;;
3015043;Nowy Tomyśl (3);;;;;;;;;;;;3;3;9;10;;;;;;;;;;;;;3;2;0;4;;
3015044;Nowy Tomyśl - miasto (4);;;;;;;;;;;;1;1;1;4;;;;;;;;;;;;;2;2;0;4;;
3015045;Nowy Tomyśl - obszar wiejski (5);;;;;;;;;;;;2;2;8;6;;;;;;;;;;;;;1;0;0;0;;
3015053;Opalenica (3);;;;;;;;;;;;2;2;1;3;;;;;;;;;;;;;3;9;5;2;;
3015054;Opalenica - miasto (4);;;;;;;;;;;;2;0;0;2;;;;;;;;;;;;;1;8;4;2;;
3015055;Opalenica - obszar wiejski (5);;;;;;;;;;;;0;2;1;1;;;;;;;;;;;;;2;1;1;0;;
3015063;Zbąszyń (3);;;;;;;;;;;;4;2;3;6;;;;;;;;;;;;;10;8;11;2;;
3015064;Zbąszyń - miasto (4);;;;;;;;;;;;3;1;1;3;;;;;;;;;;;;;5;4;9;0;;
3015065;Zbąszyń - obszar wiejski (5);;;;;;;;;;;;1;1;2;3;;;;;;;;;;;;;5;4;2;2;;
3016000;Powiat obornicki;2;6;2;5;7;4;1;2;4;7;0;7;2;9;10;;0;17;9;12;13;5;4;2;29;13;0;8;6;31;11;;
3016013;Oborniki (3);;;;;;;;;;;;5;2;8;8;;;;;;;;;;;;;3;6;6;2;;
3016014;Oborniki - miasto (4);;;;;;;;;;;;3;2;5;5;;;;;;;;;;;;;3;4;5;2;;
3016015;Oborniki - obszar wiejski (5);;;;;;;;;;;;2;0;3;3;;;;;;;;;;;;;0;2;1;0;;
3016023;Rogoźno (3);;;;;;;;;;;;0;0;1;2;;;;;;;;;;;;;5;0;25;9;;
3016024;Rogoźno - miasto (4);;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;5;0;13;9;;
3016025;Rogoźno - obszar wiejski (5);;;;;;;;;;;;0;0;0;2;;;;;;;;;;;;;0;0;12;0;;
3016032;Ryczywół (2);;;;;;;;;;;;2;0;0;0;;;;;;;;;;;;;0;0;0;0;;
3017000;Powiat ostrowski;13;19;46;63;109;73;91;101;18;26;0;35;40;36;53;;27;170;117;72;75;56;70;100;117;83;0;76;52;23;29;;
3017011;Ostrów Wielkopolski (1);;;;;;;;;;;;22;19;25;31;;;;;;;;;;;;;57;33;9;5;;
3017023;Nowe Skalmierzyce (3);;;;;;;;;;;;0;3;2;1;;;;;;;;;;;;;3;2;5;2;;
3017024;Nowe Skalmierzyce - miasto (4);;;;;;;;;;;;0;1;1;1;;;;;;;;;;;;;2;1;1;1;;
3017025;Nowe Skalmierzyce - obszar wiejski (5);;;;;;;;;;;;0;2;1;0;;;;;;;;;;;;;1;1;4;1;;
3017033;Odolanów (3);;;;;;;;;;;;3;8;1;4;;;;;;;;;;;;;0;1;0;0;;
3017034;Odolanów - miasto (4);;;;;;;;;;;;2;3;1;3;;;;;;;;;;;;;0;1;0;0;;
3017035;Odolanów - obszar wiejski (5);;;;;;;;;;;;1;5;0;1;;;;;;;;;;;;;0;0;0;0;;
3017042;Ostrów Wielkopolski (2);;;;;;;;;;;;1;2;1;5;;;;;;;;;;;;;9;14;1;16;;
3017052;Przygodzice (2);;;;;;;;;;;;3;0;4;4;;;;;;;;;;;;;0;0;0;0;;
3017063;Raszków (3);;;;;;;;;;;;4;6;0;6;;;;;;;;;;;;;7;2;5;1;;
3017064;Raszków - miasto (4);;;;;;;;;;;;1;3;0;2;;;;;;;;;;;;;0;0;0;0;;
3017065;Raszków - obszar wiejski (5);;;;;;;;;;;;3;3;0;4;;;;;;;;;;;;;7;2;5;1;;
3017072;Sieroszewice (2);;;;;;;;;;;;1;1;1;1;;;;;;;;;;;;;0;0;3;5;;
3017082;Sośnie (2);;;;;;;;;;;;1;1;2;1;;;;;;;;;;;;;0;0;0;0;;
3018000;Powiat ostrzeszowski;6;7;25;15;31;18;5;7;14;2;0;10;9;12;12;;6;53;40;26;11;15;12;12;16;12;0;7;8;13;12;;
3018012;Czajków (2);;;;;;;;;;;;0;1;0;0;;;;;;;;;;;;;0;0;0;1;;
3018022;Doruchów (2);;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;0;0;0;0;;
3018033;Grabów nad Prosną (3);;;;;;;;;;;;0;1;0;1;;;;;;;;;;;;;1;1;1;1;;
3018035;Grabów nad Prosną - obszar wiejski (5);;;;;;;;;;;;0;1;0;1;;;;;;;;;;;;;1;1;1;1;;
3018042;Kobyla Góra (2);;;;;;;;;;;;8;3;2;3;;;;;;;;;;;;;3;3;8;6;;
3018052;Kraszewice (2);;;;;;;;;;;;1;2;0;0;;;;;;;;;;;;;0;0;0;0;;
3018063;Mikstat (3);;;;;;;;;;;;0;1;1;1;;;;;;;;;;;;;0;0;0;0;;
3018064;Mikstat - miasto (4);;;;;;;;;;;;0;1;1;0;;;;;;;;;;;;;0;0;0;0;;
3018065;Mikstat - obszar wiejski (5);;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;0;0;0;0;;
3018073;Ostrzeszów (3);;;;;;;;;;;;1;1;8;7;;;;;;;;;;;;;3;4;4;4;;
3018074;Ostrzeszów - miasto (4);;;;;;;;;;;;1;0;6;3;;;;;;;;;;;;;2;0;3;2;;
3018075;Ostrzeszów - obszar wiejski (5);;;;;;;;;;;;0;1;2;4;;;;;;;;;;;;;1;4;1;2;;
